cycle,applicant,school,complete_month,complete_date,pre-II_reject_month,pre-II_reject_date,interview_received_month,interview_received_date,interview_on_month,interview_on_date,accepted_month,accepted_date,post-II_reject_month,post-II_reject_date
2019,Thoroughbred_med,Albert Einstein,August,8/1/2018,October,10/17/2018,,,,,,,,
2019,Thoroughbred_med,University of Kansas,August,8/5/2018,January,1/17/2019,,,,,,,,
2019,Thoroughbred_med,Northwestern,August,8/5/2018,April,4/30/2019,,,,,,,,
2019,Thoroughbred_med,Rutgers Robert Wood Johnson,August,8/5/2018,February,2/25/2019,,,,,,,,
2019,Thoroughbred_med,University of Alabama,August,8/5/2018,December,12/12/2018,,,,,,,,
2019,Thoroughbred_med,University of Arkansas,August,8/5/2018,December,12/21/2018,,,,,,,,
2019,Thoroughbred_med,UC Irvine,August,8/5/2018,March,3/1/2019,,,,,,,,
2019,Thoroughbred_med,UC Los Angeles,August,8/26/2018,November,11/19/2018,,,,,,,,
2019,Thoroughbred_med,University of Cincinnati,August,8/5/2018,December,12/7/2018,,,,,,,,
2019,Thoroughbred_med,University of Connecticut,August,8/5/2018,April,4/29/2019,,,,,,,,
2019,Thoroughbred_med,University of Florida,August,8/5/2018,March,3/2/2019,,,,,,,,
2019,Thoroughbred_med,University of Iowa,August,8/5/2018,December,12/7/2018,,,,,,,,
2019,Thoroughbred_med,University of Maryland,August,8/5/2018,January,1/31/2019,,,,,,,,
2019,Thoroughbred_med,University of Pittsburgh,August,8/5/2018,November,11/16/2018,,,,,,,,
2019,Thoroughbred_med,University of Rochester,August,8/5/2018,November,11/6/2018,,,,,,,,
2019,Thoroughbred_med,University of Utah,August,8/5/2018,December,12/11/2018,,,,,,,,
2019,Thoroughbred_med,Drexel,,,,,,,October,10/16/2018,,,January,1/14/2019
2019,Thoroughbred_med,Medical University of South Carolina,,,,,,,October,10/26/2018,,,November,11/30/2018
2019,Thoroughbred_med,University of Nebraska,,,,,,,October,10/10/2018,,,December,12/14/2018
2019,thoroughbred_med,Medical University of South Carolina,August,8/7/2018,,,August,8/21/2018,,,,,,
2019,futuredocz,Medical University of South Carolina,August,8/6/2018,,,August,8/21/2018,,,,,,
2019,futuredocz,Stony Brook,August,8/5/2018,,,September,9/17/2018,,,,,,
2019,futuredocz,UT Southwestern,August,8/27/2018,,,September,9/12/2018,,,,,,
2019,futuredocz,Yale,August,8/17/2018,,,September,9/14/2018,,,,,,
2019,futuredocz,Stanford,August,8/26/2018,September,9/13/2018,,,,,,,,
2019,mdphdpls,New York University,August,8/8/2018,,,September,9/5/2018,,,,,,
2019,mdphdpls,Thomas Jefferson,July,7/27/2018,,,July,7/31/2018,,,,,,
2019,mdphdpls,University of Rochester,July,7/25/2018,,,August,8/24/2018,,,,,,
2019,mdphdpls,Zucker at Hofstra/Northwell,July,7/26/2018,,,August,8/8/2018,,,,,,
2019,Weather_is_on_the_Change,New York University,July,7/23/2018,,,September,9/19/2018,,,,,,
2019,Weather_is_on_the_Change,University of Connecticut,July,7/14/2018,,,July,7/20/2018,,,,,,
2019,GBM17,Northwestern,August,8/5/2018,,,August,8/28/2018,,,,,,
2019,GBM17,University of Washington,August,8/1/2018,,,August,8/6/2018,January,,January,1/14/2019,,
2019,GBM17,University of Utah,,,,,,,October,,November,11/21/2018,,
2019,GBM17,University of Wisconsin,,,,,,,November,,December,12/19/2018,,
2019,Shmoopdippydoop,Northwestern,September,9/3/2018,,,September,9/25/2018,,,,,,
2019,Shmoopdippydoop,Perelman School of Medicine,July,7/5/2018,,,September,9/5/2018,,,,,,
2019,Shmoopdippydoop,WashU in St. Louis,July,7/9/2018,,,August,8/22/2018,,,,,,
2019,Shmoopdippydoop,Johns Hopkins,August,,September,9/26/2018,,,,,,,,
2019,Shmoopdippydoop,New York University,July,7/10/2018,November,11/15/2018,,,,,,,,
2019,Shmoopdippydoop,Weill Cornell Tri-I,July,7/12/2018,August,8/22/2018,,,,,,,,
2019,pubh12,Northwestern,August,,,,December,12/17/2018,,,,,,
2019,pubh12,Ohio State University,August,8/15/2018,,,October,10/9/2018,,,,,,
2019,pubh12,University of Massachusetts,August,8/26/2018,,,September,9/11/2018,,,,,,
2019,pubh12,University of Minnesota,August,8/20/2018,,,October,10/15/2018,December,,January,1/7/2019,,
2019,pubh12,University of North Carolina,August,,,,November,11/14/2018,January,,February,2/19/2019,,
2019,pubh12,Yale,August,8/9/2018,,,September,9/28/2018,December,,,,February,2/28/2019
2019,pubh12,Case Western,August,,February,2/26/2019,,,,,,,,
2019,pubh12,Columbia,August,,February,2/22/2019,,,,,,,,
2019,pubh12,Johns Hopkins,August,8/24/2018,September,9/26/2018,,,,,,,,
2019,pubh12,New York University,September,9/12/2018,October,10/1/2018,,,,,,,,
2019,pubh12,Stanford,August,8/23/2018,September,9/13/2018,,,,,,,,
2019,pubh12,University of Iowa,August,,December,12/4/2018,,,,,,,,
2019,pubh12,University of Michigan,July,,November,11/8/2018,,,,,,,,
2019,pubh12,Perelman School of Medicine,August,,February,2/11/2019,,,,,,,,
2019,pubh12,University of Pittsburgh,August,8/20/2018,November,11/15/2018,,,,,,,,
2019,pubh12,University of Wisconsin,August,,February,2/27/2019,,,,,,,,
2019,peanutbuttercup24,Oregon Health & Science University,August,8/13/2018,,,September,9/28/2018,,,,,,
2019,peanutbuttercup24,SUNY Downstate,August,8/13/2018,,,October,10/30/2018,,,,,,
2019,peanutbuttercup24,SUNY Upstate,August,8/13/2018,,,September,9/24/2018,November,11/12/2018,December,12/7/2018,,
2019,peanutbuttercup24,Uniformed Services,August,8/13/2018,,,September,9/11/2018,October,,November,11/29/2018,,
2019,peanutbuttercup24,University of Illinois,August,8/13/2018,,,January,1/7/2019,,,,,,
2019,peanutbuttercup24,University of Miami,August,8/13/2018,,,January,1/23/2019,,,,,,
2019,peanutbuttercup24,Boston University,August,8/13/2018,October,10/11/2018,,,,,,,,
2019,peanutbuttercup24,Albert Einstein,August,8/13/2018,October,10/22/2018,,,,,,,,
2019,peanutbuttercup24,Emory,August,8/13/2018,February,2/20/2019,,,,,,,,
2019,peanutbuttercup24,Georgetown,August,8/13/2018,January,1/9/2019,,,,,,,,
2019,peanutbuttercup24,Indiana University,August,8/13/2018,September,9/14/2018,,,,,,,,
2019,peanutbuttercup24,Mayo Clinic,September,,December,12/11/2018,,,,,,,,
2019,peanutbuttercup24,Stanford,August,8/13/2018,October,10/15/2018,,,,,,,,
2019,peanutbuttercup24,Tulane,August,8/13/2018,November,11/19/2018,,,,,,,,
2019,peanutbuttercup24,UC San Diego,August,8/13/2018,November,11/30/2018,,,,,,,,
2019,peanutbuttercup24,UC San Francisco,August,8/13/2018,December,12/14/2018,,,,,,,,
2019,peanutbuttercup24,University of Colorado,August,8/13/2018,January,1/15/2019,,,,,,,,
2019,peanutbuttercup24,University of Michigan,August,8/13/2018,October,10/12/2018,,,,,,,,
2019,peanutbuttercup24,University of North Carolina,August,8/13/2018,January,1/2/2019,,,,,,,,
2019,peanutbuttercup24,University of Pittsburgh,August,8/13/2018,September,9/14/2018,,,,,,,,
2019,peanutbuttercup24,USC-Caltech,August,8/13/2018,September,9/18/2018,,,,,,,,
2019,peanutbuttercup24,University of Washington,August,8/13/2018,September,9/7/2018,,,,,,,,
2019,peanutbuttercup24,Vanderbilt,August,8/13/2018,October,10/25/2018,,,,,,,,
2019,Alpan,Oregon Health & Science University,July,7/10/2018,,,October,10/12/2018,,,,,,
2019,Alpan,Pennsylvania State University,August,8/10/2018,,,September,9/11/2018,,,,,,
2019,Alpan,Stony Brook,July,7/3/2018,,,August,8/13/2018,,,,,,
2019,Alpan,University of Illinois,July,7/27/2018,,,September,9/26/2018,,,,,,
2019,champers,Pennsylvania State University,August,8/17/2018,,,September,9/11/2018,,,,,,
2019,champers,Stony Brook,July,7/31/2018,,,September,9/7/2018,,,,,,
2019,champers,SUNY Upstate,July,7/30/2018,,,August,8/9/2018,,,,,,
2019,champers,Tulane,August,8/29/2018,,,September,9/11/2018,,,,,,
2019,champers,University of Connecticut,July,7/30/2018,,,August,8/16/2018,,,,,,
2019,champers,University of Illinois,July,7/13/2018,,,September,9/18/2018,,,,,,
2019,champers,Virginia Commonwealth,August,8/10/2018,,,August,8/24/2018,,,,,,
2019,bmm879,Perelman School of Medicine,August,8/14/2018,,,September,9/5/2018,,,,,,
2019,bmm879,SUNY Upstate,August,8/23/2018,,,August,8/23/2018,November,11/12/2018,December,12/7/2018,,
2019,bmm879,University of Connecticut,August,8/22/2018,,,November,11/14/2018,January,1/14/2019,February,2/15/2019,,
2019,bmm879,Yale,August,8/24/2018,,,September,9/28/2018,,,,,,
2019,lomniavincit,Perelman School of Medicine,August,8/9/2018,,,September,9/11/2018,,,,,,
2019,lomniavincit,University of Chicago,August,8/28/2018,,,September,9/11/2018,,,,,,
2019,lomniavincit,Weill Cornell Tri-I,August,8/9/2018,,,September,9/13/2018,,,,,,
2019,acoustic_apricots,Rutgers,August,,,,September,9/2/2018,September,,October,,,
2019,acoustic_apricots,University at Buffalo,September,9/2/2018,,,September,9/24/2018,,,,,,
2019,acoustic_apricots,University of Arizona,August,,,,October,10/2/2018,,,,,,
2019,acoustic_apricots,UT San Antonio,September,9/2/2018,,,September,9/19/2018,,,,,,
2019,acoustic_apricots,Zucker at Hofstra/Northwell,August,8/30/2018,,,September,9/4/2018,,,,,,
2019,acoustic_apricots,UC San Francisco,August,8/22/2018,October,10/19/2018,,,,,,,,
2019,acoustic_apricots,University of Pittsburgh,August,8/9/2018,August,8/30/2018,,,,,,,,
2019,acoustic_apricots,University of Washington,August,8/8/2018,August,8/20/2018,,,,,,,,
2019,Araedia,Thomas Jefferson,August,8/29/2018,,,September,9/12/2018,December,,January,1/11/2019,,
2019,Araedia,Perelman School of Medicine,August,8/29/2018,February,2/11/2019,,,,,,,,
2019,Araedia,Vanderbilt,September,9/4/2018,October,10/25/2018,,,,,,,,
2019,Araedia,WashU in St. Louis,August,8/31/2018,October,10/24/2018,,,,,,,,
2019,labster,Stony Brook,August,8/24/2018,,,October,10/5/2018,,,,,,
2019,labster,SUNY Downstate,August,8/25/2018,,,October,10/30/2018,,,,,,
2019,labster,UC Los Angeles,August,8/24/2018,,,October,10/5/2018,,,,,,
2019,labster,University of Illinois,August,8/25/2018,,,October,10/23/2018,December,,January,1/29/2019,,
2019,labster,University of Massachusetts,August,8/28/2018,,,September,9/6/2018,October,,November,11/9/2018,,
2019,labster,New York University,August,8/24/2018,September,9/5/2018,,,,,,,,
2019,labster,Stanford,August,8/30/2018,October,10/24/2018,,,,,,,,
2019,labster,University of Michigan,August,8/24/2018,November,11/8/2018,,,,,,,,
2019,labster,University of Pittsburgh,August,8/23/2018,November,11/15/2018,,,,,,,,
2019,labster,University of Rochester,September,9/2/2018,November,11/6/2018,,,,,,,,
2019,labster,WashU in St. Louis,August,8/23/2018,October,10/26/2018,,,,,,,,
2019,labster,Weill Cornell Tri-I,August,8/24/2018,October,10/3/2018,,,,,,,,
2019,ExcitatorySynapse,SUNY Upstate,October,10/3/2018,,,October,10/9/2018,,,,,,
2019,ExcitatorySynapse,UT San Antonio,September,,,,November,,,,,,,
2019,ExcitatorySynapse,Boston University,September,9/23/2018,October,10/24/2018,,,,,,,,
2019,ExcitatorySynapse,Albert Einstein,September,9/26/2018,October,10/22/2018,,,,,,,,
2019,ExcitatorySynapse,Mayo Clinic,October,10/7/2018,November,11/2/2018,,,,,,,,
2019,ExcitatorySynapse,Pennsylvania State University,October,10/1/2018,October,10/8/2018,,,,,,,,
2019,ExcitatorySynapse,Stony Brook,September,9/19/2018,October,10/30/2018,,,,,,,,
2019,ExcitatorySynapse,Vanderbilt,September,9/24/2018,October,10/25/2018,,,,,,,,
2019,ExcitatorySynapse,Virginia Commonwealth,October,10/3/2018,October,10/4/2018,,,,,,,,
2019,ExcitatorySynapse,Weill Cornell Tri-I,September,9/24/2018,November,11/5/2018,,,,,,,,
2019,TheGreatHeisenberg,Texas A&M,August,8/13/2018,,,August,8/14/2018,September,9/5/2018,October,10/15/2018,,
2019,TheGreatHeisenberg,USC-Caltech,July,7/16/2018,,,August,8/13/2018,,,,,,
2019,chewydog,UC Irvine,August,8/8/2018,,,September,9/14/2018,,,,,,
2019,chewydog,New York University,August,8/17/2018,September,9/4/2018,,,,,,,,
2019,chewydog,USC-Caltech,August,8/15/2018,September,9/4/2018,,,,,,,,
2019,chewydog,University of Washington,August,8/22/2018,September,9/23/2018,,,,,,,,
2019,MagicCatDoctor,UC Irvine,August,8/4/2018,,,September,9/13/2018,,,,,,
2019,binuclearcooper,UC San Diego,August,,,,November,11/16/2018,,,,,,
2019,Vespertine003,University of Colorado,September,9/7/2018,,,October,10/12/2018,,,,,,
2019,Vespertine003,University of Miami,September,9/10/2018,,,October,10/19/2018,,,,,,
2019,Vespertine003,University of Michigan,September,9/5/2018,,,September,9/7/2018,,,,,,
2019,Vespertine003,UT Southwestern,September,9/6/2018,,,October,10/29/2018,,,,,,
2019,PurpleSquid,University of Miami,August,8/6/2018,,,October,10/19/2018,,,,,,
2019,PurpleSquid,University of Utah,July,7/25/2018,,,October,10/12/2018,,,,,,
2019,SlythenClaw,University of Miami,October,10/23/2018,,,January,1/4/2019,,,,,,
2019,SlythenClaw,UT Southwestern,October,10/1/2018,,,December,12/14/2018,,,,,,
2019,SlythenClaw,University of Illinois,,,,,,,January,,March,3/5/2019,,
2019,SlythenClaw,Johns Hopkins,October,10/9/2018,December,12/5/2018,,,,,,,,
2019,SlythenClaw,New York University,September,9/9/2018,October,10/1/2018,,,,,,,,
2019,SlythenClaw,Pennsylvania State University,September,9/7/2018,November,11/19/2018,,,,,,,,
2019,SlythenClaw,UC San Diego,September,9/5/2018,December,12/13/2018,,,,,,,,
2019,SlythenClaw,UC San Francisco,December,12/1/2018,January,1/4/2019,,,,,,,,
2019,SlythenClaw,University of North Carolina,October,10/14/2018,January,1/2/2019,,,,,,,,
2019,SlythenClaw,Perelman School of Medicine,September,9/7/2018,February,2/11/2019,,,,,,,,
2019,SlythenClaw,University of Pittsburgh,September,9/13/2018,November,11/15/2018,,,,,,,,
2019,SlythenClaw,University of Washington,September,9/27/2018,November,,,,,,,,,
2019,SlythenClaw,University of Wisconsin,September,9/18/2018,November,11/12/2018,,,,,,,,
2019,SlythenClaw,Vanderbilt,September,9/7/2018,February,2/5/2019,,,,,,,,
2019,SlythenClaw,WashU in St. Louis,September,9/27/2018,October,10/23/2018,,,,,,,,
2019,SlythenClaw,University of Massachusetts,,,,,,,October,,,,March,3/6/2019
2019,Atezo,WashU in St. Louis,July,7/10/2018,,,September,9/26/2018,,,,,,
2019,Atezo,Albert Einstein,July,7/19/2018,October,10/15/2018,,,,,,,,
2019,Atezo,Weill Cornell Tri-I,July,,October,10/3/2018,,,,,,,,
2019,Pursuinghappy,Yale,August,8/20/2018,,,October,10/24/2018,,,,,,
2019,HydrationShell,Baylor,,,,,,,November,11/1/2018,January,1/3/2019,,
2019,HydrationShell,Case Western,,,,,,,October,,November,,,
2019,HydrationShell,Johns Hopkins,,,,,,,December,,February,2/13/2019,,
2019,HydrationShell,Stanford,,,,,,,January,,February,2/15/2019,,
2019,HydrationShell,Weill Cornell Tri-I,,,,,,,October,10/24/2018,December,12/10/2018,,
2019,HydrationShell,University of Virginia,,,,,,,September,,October,10/24/2018,,
2019,HydrationShell,WashU in St. Louis,,,,,,,October,,November,11/12/2018,,
2019,HydrationShell,Mayo Clinic,,,,,,,January,1/4/2019,,,February,2/7/2019
2019,cokeisthebest,Baylor,,,,,,,November,11/1/2018,February,2/18/2019,,
2019,cokeisthebest,Perelman School of Medicine,,,,,,,December,,March,3/6/2019,,
2019,Beebee12,Boston University,,,,,,,October,10/11/2018,January,1/7/2019,,
2019,Beebee12,University of Alabama,,,,,,,October,10/3/2018,February,2/12/2019,,
2019,Beebee12,University of Massachusetts,,,,,,,October,,,,March,3/5/2019
2019,TheZaa,Case Western,,,,,,,December,,January,1/24/2019,,
2019,TheZaa,Albert Einstein,,,,,,,September,9/27/2018,,,February,2/1/2019
2019,epigen27,Columbia,,,,,,,November,,February,2/22/2019,,
2019,epigen27,Harvard,,,,,,,November,,March,3/1/2019,,
2019,epigen27,UC Los Angeles,,,,,,,November,,February,2/21/2019,,
2019,epigen27,University of Michigan,,,,,,,December,,January,1/11/2019,,
2019,elephantpettingzoo,Columbia,,,,,,,December,,May,5/2/2019,,
2019,elephantpettingzoo,Weill Cornell Tri-I,,,,,,,November,,December,12/10/2018,,
2019,elephantpettingzoo,UC Los Angeles,,,,,,,November,,February,2/22/2019,,
2019,elephantpettingzoo,WashU in St. Louis,,,,,,,October,,November,11/12/2018,,
2019,BestWhenStressed,Duke,,,,,,,October,,December,12/22/2018,,
2019,drdrpizza,Duke,,,,,,,October,,December,12/22/2018,,
2019,drdrpizza,New York University,,,,,,,October,,January,1/8/2019,,
2019,drdrpizza,Yale,,,,,,,November,,February,2/28/2019,,
2019,nuraaa99,Duke,,,,,,,October,,February,2/13/2019,,
2019,nuraaa99,New York University,,,,,,,October,,January,1/8/2019,,
2019,nuraaa99,University of Michigan,,,,,,,September,,October,,,
2019,nuraaa99,University of Pittsburgh,,,,,,,November,,December,,,
2019,not2cool4school,Albert Einstein,,,,,,,January,,February,2/1/2019,,
2019,hellopeeps6,Emory,,,,,,,January,,February,2/8/2019,,
2019,hellopeeps6,Indiana University,,,,,,,January,,February,2/13/2019,,
2019,hellopeeps6,University of Wisconsin,,,,,,,January,,February,2/13/2019,,
2019,climbsrox,Johns Hopkins,,,,,,,October,,January,1/22/2019,,
2019,Medicine,Johns Hopkins,,,,,,,November,11/14/2018,February,2/13/2019,,
2019,CashewGirl,Johns Hopkins,,,,,,,January,,February,2/26/2019,,
2019,CashewGirl,Icahn at Mt. Sinai,,,,,,,October,,January,1/18/2019,,
2019,CashewGirl,Northwestern,,,,,,,January,,February,2/14/2019,,
2019,CashewGirl,Rutgers,,,,,,,September,,October,,,
2019,CashewGirl,UT Houston,,,,,,,January,,February,2/4/2019,,
2019,CashewGirl,University of Pittsburgh,,,,,,,September,,October,10/18/2018,,
2019,CashewGirl,University of Rochester,,,,,,,October,,November,,,
2019,mustlovepseudomonas,Medical College of Georgia,,,,,,,January,,February,2/8/2019,,
2019,mustlovepseudomonas,Ohio State University,,,,,,,January,,May,5/8/2019,,
2019,SlynthenClaw,Medical University of South Carolina,,,,,,,December,,January,1/17/2019,,
2019,okaymedicine,New York University,,,,,,,October,,January,1/8/2019,,
2019,okaymedicine,Rutgers,,,,,,,September,,October,10/28/2018,,
2019,okaymedicine,Weill Cornell Tri-I,,,,,,,November,,December,12/10/2018,,
2019,okaymedicine,University of Virginia,,,,,,,September,,October,10/24/2018,,
2019,okaymedicine,USC-Caltech,,,,,,,October,,November,11/4/2018,,
2019,okaymedicine,University of Chicago,,,,,,,November,,December,12/14/2018,,
2019,okaymedicine,University of Michigan,,,,,,,December,,February,2/8/2019,,
2019,okaymedicine,Yale,,,,,,,December,,February,2/28/2019,,
2019,okaymedicine,University of Pittsburgh,July,7/31/2018,November,11/15/2018,,,,,,,,
2019,okaymedicine,Harvard,,,,,,,November,,,,March,3/1/2019
2019,Mdphd_hopeful,Oregon Health & Science University,,,,,,,November,,May,5/12/2019,,
2019,Mdphd_hopeful,Virginia Commonwealth,,,,,,,November,,December,12/11/2018,,
2019,meadows516,Rutgers,,,,,,,September,,October,10/27/2018,,
2019,bpc_opposite,Stanford,,,,,,,January,1/24/2019,February,2/15/2019,,
2019,bpc_opposite,Weill Cornell Tri-I,,,,,,,November,11/15/2018,December,12/10/2018,,
2019,coolamostchilly,Texas A&M,,,,,,,August,8/15/2018,October,10/15/2018,,
2019,daisymae,University of Miami,,,,,,,November,,January,1/4/2019,,
2019,Slythenclaw,UT San Antonio,,,,,,,September,,October,10/22/2018,,
2019,Saltshaker,WashU in St. Louis,,,,,,,December,,January,1/12/2019,,
2019,Saltshaker,Yale,,,,,,,December,,,,February,2/28/2019
2019,MSTPforME2019,University of Illinois,,,,,,,December,,January,1/29/2019,,
2019,BoogVonPop,University of Kansas,,,,,,,January,1/13/2019,March,3/12/2019,,
2019,lovebiochem,Boston University,September,9/29/2018,November,11/6/2018,,,,,,,,
2019,DaGhost,Albert Einstein,July,7/20/2018,September,9/12/2018,,,,,,,,
2019,DaGhost,University of Pittsburgh,July,7/10/2018,August,8/8/2018,,,,,,,,
2019,DaGhost,University of Wisconsin,July,7/15/2018,August,8/27/2018,,,,,,,,
2019,DaGhost,WashU in St. Louis,July,7/09/2018,October,10/11/2018,,,,,,,,
2019,Klucket2,Albert Einstein,July,7/20/2018,September,9/12/2018,,,,,,,,
2019,Klucket2,New York University,July,7/16/2018,August,8/30/2018,,,,,,,,
2019,4lphabet,Albert Einstein,August,8/30/2018,October,10/16/2018,,,,,,,,
2019,immunoHERstochemistry,Emory,August,8/12/2018,February,2/20/2019,,,,,,,,
2019,pub12,Harvard,August,,March,3/1/2019,,,,,,,,
2019,purple squid,Medical University of South Carolina,July,,September,,,,,,,,,
2019,purple squid,New York University,July,7/16/2018,August,8/30/2018,,,,,,,,
2019,purple squid,University of Washington,July,7/26/2018,July,7/30/2018,,,,,,,,
2019,Canamerican,New York University,August,8/16/2018,September,9/2/2018,,,,,,,,
2019,Canamerican,Stanford,August,8/16/2018,September,9/5/2018,,,,,,,,
2019,Canamerican,Weill Cornell Tri-I,August,8/16/2018,September,9/21/2018,,,,,,,,
2019,ays0110,New York University,October,10/7/2018,October,10/24/2018,,,,,,,,
2019,ays0110,Stanford,September,9/26/2018,September,9/28/2018,,,,,,,,
